Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.100000	0.742834	1.509531	88.694000	67.290001	
0.100000	0.746318	1.626212	88.703995	65.000000	
0.100000	0.747550	1.547023	88.909996	67.059998	
0.100000	0.747559	1.800668	88.849998	62.669998	
0.100000	0.732876	1.756254	89.215996	64.540001	
0.010000	0.309040	1.025204	96.281998	75.820000	
0.010000	0.177280	1.033431	98.237999	76.409996	
0.010000	0.138351	1.046238	98.771996	76.470001	
0.010000	0.117885	1.056652	99.000000	76.669998	
0.010000	0.101829	1.063363	99.139999	76.650002	
0.010000	0.092968	1.076959	99.253998	76.619995	
0.010000	0.086105	1.091049	99.379997	76.599998	
0.010000	0.079001	1.091631	99.377998	76.659996	
0.010000	0.072174	1.090208	99.481995	76.790001	
0.010000	0.067690	1.104036	99.540001	76.619995	
0.010000	0.063238	1.115194	99.585999	76.699997	
0.010000	0.060870	1.119314	99.613998	76.759995	
0.010000	0.056753	1.122788	99.667999	76.589996	
0.010000	0.053681	1.133633	99.697998	76.729996	
0.010000	0.053362	1.135445	99.652000	76.799995	
0.010000	0.049420	1.132215	99.739998	76.939995	
0.010000	0.048310	1.152796	99.703995	76.680000	
0.010000	0.045768	1.153438	99.767998	76.650002	
0.010000	0.045720	1.154693	99.765999	76.680000	
0.010000	0.043436	1.154918	99.793999	76.970001	
0.010000	0.041821	1.147711	99.751999	76.739998	
0.010000	0.040955	1.156871	99.797997	76.830002	
0.010000	0.039297	1.164126	99.773994	76.549995	
0.010000	0.039383	1.164628	99.790001	76.689995	
0.010000	0.038473	1.171953	99.813995	76.610001	
0.010000	0.036955	1.164545	99.795998	76.720001	
0.010000	0.036168	1.169290	99.818001	76.629997	
0.010000	0.034079	1.181714	99.851997	76.699997	
0.010000	0.034497	1.176885	99.815994	76.839996	
0.010000	0.034433	1.170150	99.821999	76.759995	
0.010000	0.034057	1.179794	99.825996	76.759995	
0.010000	0.032301	1.181364	99.855995	76.759995	
0.010000	0.031303	1.183582	99.885994	76.659996	
0.010000	0.030831	1.182226	99.853996	76.599998	
0.010000	0.029996	1.189427	99.875999	76.709999	
0.010000	0.029833	1.186632	99.893997	76.559998	
0.010000	0.029419	1.182525	99.867996	76.750000	
0.010000	0.028918	1.183802	99.891998	76.909996	
0.010000	0.029870	1.184765	99.875999	76.699997	
0.010000	0.029880	1.192495	99.865997	76.769997	
0.010000	0.028794	1.187707	99.881996	76.650002	
0.010000	0.027594	1.188629	99.879997	76.459999	
0.010000	0.027523	1.191175	99.879997	76.830002	
0.010000	0.027175	1.199355	99.905998	76.699997	
0.010000	0.027506	1.194267	99.855995	76.779999	
0.010000	0.026512	1.190890	99.902000	76.729996	
0.010000	0.026341	1.200946	99.911995	76.559998	
0.010000	0.026137	1.192326	99.877998	76.580002	
0.010000	0.025879	1.191665	99.897995	76.769997	
0.010000	0.025140	1.190556	99.919998	76.809998	
0.010000	0.025329	1.202880	99.889999	76.629997	
0.010000	0.024877	1.192634	99.893997	76.619995	
0.010000	0.025283	1.197707	99.888000	76.669998	
0.010000	0.024714	1.198122	99.889999	76.320000	
0.010000	0.024718	1.196321	99.899994	76.689995	
0.010000	0.024654	1.202099	99.903999	76.639999	
0.010000	0.023767	1.195351	99.905998	76.619995	
0.010000	0.023680	1.201921	99.905998	76.689995	
0.010000	0.022835	1.202998	99.927994	76.549995	
0.010000	0.023396	1.194498	99.911995	76.669998	
0.010000	0.023943	1.202681	99.895996	76.540001	
0.010000	0.023951	1.203929	99.885994	76.529999	
0.010000	0.023400	1.195242	99.911995	76.869995	
0.010000	0.022782	1.202384	99.919998	76.489998	
0.010000	0.023091	1.201160	99.911995	76.369995	
0.010000	0.022199	1.206694	99.913994	76.309998	
0.010000	0.022300	1.207980	99.925995	76.639999	
0.010000	0.021623	1.209824	99.913994	76.489998	
0.010000	0.022281	1.201736	99.923996	76.430000	
0.010000	0.021863	1.201729	99.933998	76.619995	
0.010000	0.021346	1.193745	99.933998	76.549995	
0.010000	0.021585	1.203950	99.930000	76.610001	
0.010000	0.021887	1.202638	99.909996	76.769997	
0.010000	0.022243	1.198672	99.902000	76.930000	
0.010000	0.021700	1.193102	99.909996	76.860001	
0.001000	0.019774	1.190148	99.941994	77.040001	
0.001000	0.019601	1.179200	99.949997	77.059998	
0.001000	0.018976	1.190107	99.945999	76.889999	
0.001000	0.018789	1.189116	99.941994	77.049995	
0.001000	0.018665	1.191045	99.951996	76.849998	
0.001000	0.018878	1.189709	99.949997	76.699997	
0.001000	0.018531	1.190457	99.951996	76.779999	
0.001000	0.018814	1.188283	99.935997	76.919998	
0.001000	0.018553	1.189536	99.941994	76.919998	
0.001000	0.018262	1.200874	99.941994	76.839996	
0.001000	0.018725	1.196354	99.939995	76.769997	
0.001000	0.018165	1.184088	99.941994	76.939995	
0.001000	0.018066	1.190807	99.945999	77.040001	
0.001000	0.018070	1.188289	99.933998	76.930000	
0.001000	0.018036	1.191080	99.956001	76.919998	
0.001000	0.017968	1.190577	99.956001	76.959999	
0.001000	0.018082	1.182571	99.959999	76.949997	
0.001000	0.018374	1.193660	99.933998	77.000000	
0.001000	0.018176	1.190385	99.935997	76.959999	
0.001000	0.018376	1.181831	99.933998	76.849998	
0.001000	0.017453	1.185187	99.967995	76.799995	
0.001000	0.018051	1.184924	99.949997	77.169998	
0.001000	0.017785	1.194102	99.947998	76.839996	
0.001000	0.017642	1.184256	99.947998	77.059998	
0.001000	0.017524	1.188434	99.959999	76.939995	
0.001000	0.017407	1.182060	99.947998	76.889999	
0.001000	0.017230	1.188174	99.961998	76.989998	
0.001000	0.017770	1.192770	99.947998	76.889999	
0.001000	0.017501	1.192255	99.970001	76.860001	
0.001000	0.018064	1.191887	99.939995	76.900002	
0.001000	0.017380	1.194382	99.959999	76.879997	
0.001000	0.017445	1.195699	99.958000	76.989998	
0.001000	0.017678	1.184681	99.944000	77.000000	
0.001000	0.017373	1.187091	99.941994	76.930000	
0.001000	0.017944	1.194652	99.947998	76.659996	
0.001000	0.017843	1.190868	99.956001	76.900002	
0.001000	0.017602	1.186965	99.963997	76.970001	
0.001000	0.017157	1.193550	99.958000	76.820000	
0.001000	0.017663	1.182111	99.956001	76.970001	
0.001000	0.017398	1.193530	99.947998	76.820000	
0.001000	0.017335	1.186309	99.951996	76.889999	
0.001000	0.017708	1.195638	99.953995	77.080002	
0.001000	0.016919	1.191312	99.961998	76.900002	
0.001000	0.017717	1.184624	99.953995	76.680000	
0.001000	0.017201	1.186881	99.941994	76.879997	
0.001000	0.017505	1.183715	99.959999	76.879997	
0.001000	0.017279	1.189665	99.947998	76.979996	
0.001000	0.017305	1.186970	99.953995	77.049995	
0.001000	0.017074	1.186870	99.958000	76.839996	
0.001000	0.017279	1.187587	99.959999	76.889999	
0.001000	0.017090	1.189140	99.963997	77.049995	
0.001000	0.016905	1.199950	99.961998	76.820000	
0.001000	0.017234	1.192200	99.956001	76.979996	
0.001000	0.017243	1.188501	99.963997	77.019997	
0.001000	0.016881	1.183795	99.973999	77.089996	
0.001000	0.017192	1.179345	99.951996	77.129997	
0.001000	0.016607	1.184043	99.956001	77.009995	
0.001000	0.016972	1.181503	99.959999	77.180000	
0.001000	0.016923	1.190673	99.944000	76.900002	
0.001000	0.017000	1.192654	99.945999	76.909996	
0.001000	0.017064	1.184743	99.963997	76.939995	
0.001000	0.017067	1.180096	99.963997	76.979996	
0.001000	0.016775	1.186022	99.967995	76.970001	
0.001000	0.017004	1.186247	99.947998	77.019997	
0.001000	0.017557	1.191706	99.949997	77.049995	
0.001000	0.016702	1.185969	99.959999	77.049995	
0.001000	0.017174	1.183321	99.951996	77.019997	
0.001000	0.016715	1.188834	99.959999	76.939995	
0.001000	0.016932	1.185419	99.949997	76.889999	
0.001000	0.016951	1.193148	99.951996	76.949997	
0.001000	0.016696	1.197705	99.959999	76.830002	
0.001000	0.016862	1.196518	99.959999	77.009995	
0.001000	0.016713	1.188164	99.970001	76.970001	
0.001000	0.016483	1.185808	99.967995	76.919998	
0.001000	0.016943	1.189964	99.961998	76.970001	
