Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.010000	0.095505	1.011820	99.431999	76.159996	
0.010000	0.105155	0.868604	99.341995	78.430000	
0.010000	0.104278	0.852391	99.353996	78.689995	
0.010000	0.135398	0.865480	99.087997	78.259995	
0.010000	0.122266	0.964016	99.208000	76.830002	
0.010000	0.138395	0.934683	99.003998	76.650002	
0.010000	0.144654	0.956704	98.877998	76.599998	
0.010000	0.141171	0.951813	98.867996	76.199997	
0.010000	0.140033	0.889701	98.874001	78.250000	
0.010000	0.113755	1.048918	99.189995	74.879997	
0.010000	0.133301	0.988804	98.905998	76.099998	
0.010000	0.116266	0.986669	99.110001	75.860001	
0.010000	0.119321	0.903095	99.015999	78.189995	
0.010000	0.126246	0.903269	99.001999	77.970001	
0.010000	0.123656	0.972451	99.009995	75.809998	
0.010000	0.148729	1.020142	98.598000	75.659996	
0.010000	0.166754	0.955181	98.467995	77.070000	
0.010000	0.131254	0.960006	98.947998	76.790001	
0.010000	0.111007	1.101522	99.063995	74.519997	
0.010000	0.127480	1.034593	98.944000	76.080002	
0.010000	0.125900	0.963502	98.961998	76.989998	
0.010000	0.115493	0.964533	99.019997	77.099998	
0.010000	0.104867	1.183026	99.143997	72.930000	
0.010000	0.094634	0.943882	99.237999	76.759995	
0.010000	0.107430	1.004156	99.185997	76.689995	
0.010000	0.118544	0.972503	99.054001	76.169998	
0.010000	0.086445	0.941284	99.360001	77.339996	
0.010000	0.107438	1.026369	99.166000	75.599998	
0.010000	0.123561	1.168106	98.963997	73.159996	
0.001000	0.061907	0.764410	99.689995	81.089996	
0.001000	0.030377	0.764315	99.913994	81.250000	
0.001000	0.024006	0.761011	99.959999	81.459999	
0.001000	0.022106	0.762176	99.939995	81.610001	
0.001000	0.019510	0.754433	99.951996	81.650002	
0.001000	0.018101	0.760743	99.949997	81.500000	
0.001000	0.017395	0.753585	99.963997	81.809998	
0.001000	0.016107	0.759014	99.965996	81.629997	
0.001000	0.015230	0.753086	99.977997	81.799995	
0.001000	0.015229	0.755884	99.972000	81.879997	
0.001000	0.014298	0.749382	99.977997	81.689995	
0.001000	0.014157	0.750756	99.977997	81.889999	
0.001000	0.013638	0.756456	99.972000	81.739998	
0.001000	0.013596	0.757896	99.975998	81.930000	
0.001000	0.013522	0.753353	99.967995	81.909996	
0.001000	0.013368	0.757501	99.970001	81.959999	
0.001000	0.013179	0.749758	99.970001	81.879997	
0.001000	0.012782	0.753357	99.981995	81.889999	
0.001000	0.012744	0.757378	99.975998	82.019997	
0.001000	0.012687	0.755962	99.967995	81.849998	
0.001000	0.012589	0.749215	99.973999	81.809998	
0.001000	0.012507	0.750164	99.975998	81.979996	
0.001000	0.012367	0.753766	99.972000	82.000000	
0.001000	0.011852	0.748605	99.977997	81.860001	
0.001000	0.012613	0.749828	99.970001	81.979996	
0.001000	0.012397	0.752343	99.977997	81.879997	
0.001000	0.012488	0.751475	99.972000	81.860001	
0.001000	0.012231	0.753740	99.965996	81.809998	
0.001000	0.012246	0.750809	99.972000	82.040001	
0.001000	0.011800	0.751172	99.984001	82.000000	
0.001000	0.012050	0.750888	99.975998	81.970001	
0.001000	0.012031	0.742923	99.977997	82.040001	
0.001000	0.012155	0.748208	99.973999	81.930000	
0.001000	0.012325	0.750348	99.977997	81.989998	
0.001000	0.012063	0.746618	99.975998	81.849998	
0.001000	0.011953	0.756926	99.972000	81.799995	
0.001000	0.012143	0.744665	99.977997	82.040001	
0.001000	0.012038	0.750861	99.981995	81.919998	
0.001000	0.012381	0.747568	99.965996	81.879997	
0.001000	0.012208	0.742921	99.979996	82.070000	
0.001000	0.012580	0.752216	99.972000	81.939995	
0.001000	0.012474	0.744731	99.981995	82.099998	
0.001000	0.012360	0.741041	99.979996	82.150002	
0.001000	0.012105	0.743133	99.984001	82.040001	
0.001000	0.012770	0.749558	99.970001	82.229996	
0.001000	0.012781	0.738297	99.977997	82.220001	
0.001000	0.012478	0.746782	99.981995	82.129997	
0.001000	0.012483	0.741301	99.986000	82.079994	
0.001000	0.012735	0.748027	99.984001	81.959999	
0.001000	0.012754	0.749032	99.977997	81.949997	
0.001000	0.012214	0.753825	99.987999	82.029999	
0.001000	0.012946	0.742461	99.977997	81.989998	
0.001000	0.012993	0.738329	99.979996	82.250000	
0.001000	0.012930	0.750779	99.989998	82.009995	
0.001000	0.013349	0.740245	99.977997	82.220001	
0.001000	0.013106	0.747606	99.977997	82.019997	
0.001000	0.012987	0.740357	99.977997	82.119995	
0.001000	0.013002	0.748956	99.977997	81.909996	
0.001000	0.013523	0.748077	99.979996	81.900002	
0.001000	0.013135	0.745042	99.977997	81.959999	
0.001000	0.013503	0.742006	99.973999	82.099998	
0.001000	0.013436	0.749578	99.977997	81.839996	
0.001000	0.013779	0.744079	99.977997	82.110001	
0.001000	0.013776	0.754983	99.970001	81.979996	
0.001000	0.013476	0.745175	99.977997	82.089996	
0.001000	0.013957	0.744884	99.979996	82.040001	
0.001000	0.013688	0.749449	99.975998	81.970001	
0.001000	0.013554	0.749016	99.979996	81.930000	
0.001000	0.013626	0.741682	99.984001	82.320000	
0.001000	0.013827	0.746508	99.984001	82.009995	
0.001000	0.014024	0.754294	99.972000	81.989998	
0.001000	0.014110	0.744849	99.977997	82.220001	
0.001000	0.014060	0.748058	99.979996	81.860001	
0.001000	0.014024	0.746516	99.981995	82.119995	
0.001000	0.013865	0.744074	99.989998	82.199997	
